	sample:OP0.2A	sample:OP0.2B	sample:OP0.2C	sample:OP1.2A	sample:OP1.2B	sample:OP1.2C	sample:OP5.0A	sample:OP5.0B	sample:OP5.0C	sample:OP8.0A	sample:OP8.0B	sample:OP8.0C	sample:EN0.2A	sample:EN0.2B	sample:EN0.2C	count	superkingdom_name	kingdom_name	phylum_name	class_name	order_name	family_name	genus_name	species_name	id
137	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Bacteria	NA	Acidobacteria	Bryobacterales	Acidobacteriia	Solibacteraceae	Candidatus Solibacter	Candidatus Solibacter usitatus	tax137
138	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Bacteria	NA	Acidobacteria	Holophagales	Holophagae	Holophagaceae	NA	NA	tax138
139	0	0	0	0	0	2	0	1	1	0	0	3	0	0	0	7	Bacteria	NA	Acidobacteria	NA	Vicinamibacteria	Vicinamibacteraceae	Luteitalea	Luteitalea pratensis	tax139
140	0	1	1	0	0	0	2	2	1	1	4	0	0	0	0	12	Bacteria	NA	Acidobacteria	NA	NA	NA	NA	Acidobacteria bacterium Mor1	tax140
141	0	0	0	1	2	0	1	1	3	0	0	2	0	0	0	10	Bacteria	NA	Acidobacteria	NA	NA	NA	NA	uncultured Acidobacteria bacterium	tax141
142	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Bacteria	NA	Acidobacteria	NA	NA	NA	NA	uncultured Acidobacteria bacterium A12	tax142
143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Bacteria	NA	Acidobacteria	NA	NA	NA	NA	uncultured Acidobacteria bacterium Rifle_16ft_4_minimus_38982	tax143
144	0	0	0	0	0	2	0	0	1	0	0	6	0	0	2	11	Bacteria	NA	Acidobacteria	NA	NA	NA	NA	NA	tax144
145	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	Bacteria	NA	Actinobacteria	Acidimicrobiales	Acidimicrobiia	Acidimicrobiaceae	Acidimicrobium	Acidimicrobium ferrooxidans	tax145
146	74	81	77	50	112	90	86	85	119	96	143	239	156	131	143	1682	Bacteria	NA	Actinobacteria	Acidimicrobiales	Acidimicrobiia	Ilumatobacteraceae	Ilumatobacter	Ilumatobacter coccineus	tax146
147	2	2	0	0	0	0	0	0	0	0	0	0	3	0	2	9	Bacteria	NA	Actinobacteria	Acidimicrobiales	Acidimicrobiia	NA	NA	NA	tax147
148	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Acidothermales	Actinobacteria	Acidothermaceae	Acidothermus	Acidothermus cellulolyticus	tax148
149	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	tax149
150	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomyces oris	tax150
151	0	0	1	0	0	0	0	0	2	0	0	2	0	0	2	7	Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomyces pacaensis	tax151
152	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomyces slackii	tax152
153	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 171	tax153
154	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 414	tax154
155	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 848	tax155
156	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomyces sp. Z16	tax156
157	1	0	1	0	1	2	1	2	2	1	1	5	0	0	0	17	Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Actinomyces	NA	tax157
158	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Flaviflexus	Flaviflexus salsibiostraticola	tax158
159	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	4	Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Flaviflexus	Flaviflexus sp. H23T48	tax159
160	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Mobiluncus	Mobiluncus curtisii	tax160
161	0	0	2	0	2	4	3	2	2	0	3	7	0	0	0	25	Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Schaalia	Schaalia odontolytica	tax161
162	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	4	Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Schaalia	NA	tax162
163	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	Trueperella	Trueperella pyogenes	tax163
164	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Actinomycetales	Actinobacteria	Actinomycetaceae	NA	NA	tax164
165	16	14	119	6	30	391	23	15	194	23	22	180	8	17	72	1130	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	tax165
166	0	3	14	0	1	29	1	0	11	4	5	17	1	6	2	94	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum	tax166
167	2	0	1	1	0	9	0	1	7	0	1	1	0	0	2	25	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	tax167
168	0	0	1	0	0	0	2	0	2	0	2	0	0	0	0	7	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium asteroides	tax168
169	0	0	15	3	0	66	0	1	67	2	0	50	0	0	9	213	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	tax169
170	0	0	1	0	0	17	0	0	3	1	0	4	0	1	2	29	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	tax170
171	0	0	9	0	3	30	0	7	28	1	2	29	0	9	6	124	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	tax171
172	0	0	0	0	0	14	0	1	3	0	0	3	0	0	9	30	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	tax172
173	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	5	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium gallinarum	tax173
174	0	1	73	4	12	222	6	8	161	15	15	153	2	9	37	718	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	tax174
175	2	0	17	0	3	40	4	2	16	0	4	13	0	1	4	106	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum	tax175
176	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudolongum	tax176
177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium scardovii	tax177
178	0	1	10	1	1	18	3	1	10	4	0	2	0	1	8	60	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium thermophilum	tax178
179	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	uncultured Bifidobacterium sp.	tax179
180	7	8	137	8	17	438	15	32	187	20	26	239	12	6	83	1235	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Bifidobacterium	NA	tax180
181	59	3	1	42	9	9	45	3	6	20	16	7	2	6	2	230	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis	tax181
182	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	Parascardovia	Parascardovia denticolens	tax182
183	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3	Bacteria	NA	Actinobacteria	Bifidobacteriales	Actinobacteria	Bifidobacteriaceae	NA	NA	tax183
184	1474	1604	1171	132	109	192	12	23	27	17	20	24	2335	1101	2559	10800	Bacteria	NA	Actinobacteria	Candidatus Actinomarinales	Actinobacteria	Candidatus Actinomarinaceae	Candidatus Actinomarina	Candidatus Actinomarina minuta	tax184
185	212	164	166	47	46	44	8	4	6	19	4	2	290	111	282	1405	Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Nanopelagicus	Candidatus Nanopelagicus abundans	tax185
186	60	70	53	19	12	21	0	5	2	5	2	2	119	43	86	499	Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Nanopelagicus	Candidatus Nanopelagicus hibericus	tax186
187	224	184	155	57	57	53	10	5	4	25	7	3	330	157	329	1600	Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Nanopelagicus	Candidatus Nanopelagicus limnes	tax187
188	10	10	14	3	0	3	0	0	0	0	0	0	24	12	33	109	Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Nanopelagicus	uncultured Candidatus Nanopelagicus sp.	tax188
189	425	422	330	98	111	118	29	11	11	37	24	16	593	258	605	3088	Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Nanopelagicus	NA	tax189
190	32	44	25	3	0	11	0	0	0	0	2	0	61	29	80	287	Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila dulcis	tax190
191	723	727	461	111	123	133	39	12	16	44	32	14	1139	530	1145	5249	Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila lacus	tax191
192	8	11	6	1	3	2	0	1	0	4	1	0	18	7	31	93	Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila limnetica	tax192
193	26	32	29	6	1	20	0	0	2	1	0	1	47	15	74	254	Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila sulfonica	tax193
194	54	63	45	8	10	12	0	1	1	3	0	1	120	48	129	495	Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila vernalis	tax194
195	67	67	40	9	10	8	1	0	1	0	0	0	95	55	103	456	Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila versatilis	tax195
196	54	66	31	4	2	6	1	1	2	2	0	0	99	39	117	424	Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	Candidatus Planktophila	NA	tax196
197	8	12	11	0	3	1	0	0	0	0	0	3	23	15	29	105	Bacteria	NA	Actinobacteria	Candidatus Nanopelagicales	Actinobacteria	Candidatus Nanopelagicaceae	NA	NA	tax197
198	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	4	Bacteria	NA	Actinobacteria	Catenulisporales	Actinobacteria	Catenulisporaceae	Catenulispora	Catenulispora acidiphila	tax198
199	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Atopobiaceae	Atopobium	Atopobium parvulum	tax199
200	0	0	7	0	0	6	0	0	11	1	0	5	1	0	5	36	Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Atopobiaceae	Olsenella	Olsenella sp. GAM18	tax200
201	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Atopobiaceae	Olsenella	Olsenella sp. oral taxon 807	tax201
202	0	0	0	0	0	2	0	0	1	0	0	2	2	0	0	7	Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Atopobiaceae	Olsenella	Olsenella timonensis	tax202
203	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Atopobiaceae	Olsenella	Olsenella umbonata	tax203
204	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3	Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Atopobiaceae	Olsenella	NA	tax204
205	0	0	1	1	0	0	0	0	3	1	0	2	0	0	0	8	Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Atopobiaceae	Parolsenella	Parolsenella catena	tax205
206	0	0	3	1	0	2	0	0	3	0	0	5	0	0	0	14	Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Atopobiaceae	NA	NA	tax206
207	3	1	131	5	11	421	12	11	153	13	17	153	3	2	87	1023	Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Coriobacteriaceae	Collinsella	Collinsella aerofaciens	tax207
208	0	0	1	0	0	0	0	0	3	0	0	1	0	0	3	8	Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Coriobacteriaceae	Collinsella	uncultured Collinsella sp.	tax208
209	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Coriobacteriaceae	Collinsella	uncultured Collinsella sp. SMG3	tax209
210	1	0	1	0	0	4	0	0	3	0	0	3	0	0	0	12	Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Coriobacteriaceae	Collinsella	NA	tax210
211	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	Coriobacteriaceae	NA	Coriobacteriaceae bacterium 68-1-3	tax211
212	0	0	0	0	1	16	0	1	4	0	0	4	0	0	6	32	Bacteria	NA	Actinobacteria	Coriobacteriales	Coriobacteriia	NA	NA	NA	tax212
213	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium argentoratense	tax213
214	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium aurimucosum	tax214
215	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium callunae	tax215
216	0	0	10	0	0	0	0	1	0	2	0	2	0	0	0	15	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium casei	tax216
217	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium crudilactis	tax217
218	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium cystitidis	tax218
219	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium deserti	tax219
220	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	4	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae	tax220
221	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium falsenii	tax221
222	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium glutamicum	tax222
223	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	4	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium imitans	tax223
224	0	0	0	0	4	0	0	0	3	1	0	0	0	0	0	8	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium jeikeium	tax224
225	0	0	0	0	2	0	5	0	2	1	0	0	0	0	0	10	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium kroppenstedtii	tax225
226	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium matruchotii	tax226
227	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium mycetoides	tax227
228	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium provencense	tax228
229	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudopelargi	tax229
230	0	0	3	1	0	0	0	0	0	2	0	0	0	0	0	6	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium riegelii	tax230
231	0	0	0	0	2	0	5	7	1	0	1	5	0	1	0	22	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium segmentosum	tax231
232	0	0	0	1	4	0	0	0	1	1	0	0	0	0	0	7	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium simulans	tax232
233	2	0	0	1	0	0	0	0	0	0	0	0	2	1	0	6	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium singulare	tax233
234	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium sp. L2-79-05	tax234
235	0	1	0	0	0	0	1	0	0	6	1	0	0	0	0	9	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium sp. NML98-0116	tax235
236	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	5	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium striatum	tax236
237	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium testudinoris	tax237
238	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium urealyticum	tax238
239	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	4	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium ureicelerivorans	tax239
240	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium variabile	tax240
241	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	Corynebacterium xerosis	tax241
242	2	0	4	2	13	3	1	2	3	0	2	1	1	1	0	35	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	Corynebacterium	NA	tax242
243	0	0	1	3	2	0	0	0	1	4	0	0	0	0	0	11	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Corynebacteriaceae	NA	NA	tax243
244	0	0	3	0	0	0	0	0	2	0	0	0	1	0	0	6	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Dietziaceae	Dietzia	Dietzia lutea	tax244
245	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	5	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Dietziaceae	Dietzia	Dietzia psychralcaliphila	tax245
246	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Dietziaceae	Dietzia	Dietzia sp. JS16-p6b	tax246
247	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	5	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Dietziaceae	Dietzia	Dietzia sp. oral taxon 368	tax247
248	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Dietziaceae	Dietzia	Dietzia timorensis	tax248
249	2	0	1	0	0	1	1	0	0	2	0	1	0	1	0	9	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Dietziaceae	Dietzia	NA	tax249
250	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Gordoniaceae	Gordonia	Gordonia alkanivorans	tax250
251	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Gordoniaceae	Gordonia	Gordonia amicalis	tax251
252	0	0	1	1	0	2	1	0	2	1	0	0	0	0	0	8	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Gordoniaceae	Gordonia	Gordonia bronchialis	tax252
253	0	0	1	1	0	0	2	0	3	0	1	0	0	1	0	9	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Gordoniaceae	Gordonia	Gordonia iterans	tax253
254	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Gordoniaceae	Gordonia	Gordonia sp. KTR9	tax254
255	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Gordoniaceae	Gordonia	Gordonia sp. MMS17-SY073	tax255
256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Gordoniaceae	Gordonia	Gordonia sp. YC-JH1	tax256
257	0	1	0	0	1	0	0	0	3	1	0	1	0	0	0	7	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Gordoniaceae	Gordonia	NA	tax257
258	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Hoyosella	Hoyosella subflava	tax258
259	9	7	2	1	2	0	2	0	0	0	1	0	0	1	0	25	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium avium	tax259
260	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium basiliense	tax260
261	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	3	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium canettii	tax261
262	4	0	0	0	0	2	1	0	0	1	0	0	0	0	0	8	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium chimaera	tax262
263	0	7	1	0	0	0	0	1	0	2	0	0	0	0	0	11	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium colombiense	tax263
264	1	5	0	0	0	0	0	0	2	0	0	0	0	0	0	8	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium dioxanotrophicus	tax264
265	6	5	1	1	1	0	0	0	1	0	1	1	1	1	0	19	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium grossiae	tax265
266	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	5	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium haemophilum	tax266
267	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium interjectum	tax267
268	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare	tax268
269	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium kansasii	tax269
270	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	Bacteria	NA	Actinobacteria	Corynebacteriales	Actinobacteria	Mycobacteriaceae	Mycobacterium	Mycobacterium leprae	tax270
